recipename,Total Fat,Saturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrates,Dietary Fiber,Protein,Sugars,Vitamin A,Vitamin C,Calcium,Iron,Thiamin,Niacin,Vitamin B6,Magnesium,Folate,Calories,Health Score,ratings,class_prob
rachels cranberry chicken salad,0.466153846,0.25,0.153333333,0.077916667,0.043714286,0.054,0.072,0.282,0.349206349,0.0402,0.05,0.02,0.055555556,0,0.35,0,0.0525,0.0225,384,-2.612172409,4.648124296,0.791413313
rachels turkey loaf,0.146153846,0.1,0.393333333,0.534166667,0.088285714,0.113333333,0.08,0.444,0.285714286,0.0668,0.05,0.083,0.166666667,0,0.35,0,0.0525,0.0375,308,-2.767074084,4.295431908,0.916182659
rainbow trout with yogurt sauce,0.227692308,0.25,0.313333333,0.059583333,0.217714286,0.016333333,0.016,0.676,0.126984127,0.1138,0.133333333,0.212,0.055555556,0,0,0,0.0375,0.0275,295,1.012214889,4.121174387,0.959481444
ramen noodle stir fry with chicken and vegetables,0.216923077,0.3,0.216666667,0.465833333,0.215714286,0.158666667,0.256,0.638,0.285714286,0.1756,1.6,0.09,0.222222222,0,0.85,0.5,0.16,0.25,438,-3.025821461,4.490077983,0.637188993
ramen slaw,0.366153846,0.15,0,0.097083333,0.034571429,0.063333333,0.12,0.092,0.285714286,0.0158,0.033333333,0.03,0.055555556,0,0.1,0,0.1275,0.07,301,-2.486092871,4.485303425,0.999619701
ranch burgers,0.233846154,0.3,0.326666667,0.16375,0.092,0.025666667,0.016,0.462,0.031746032,0.0062,0.016666667,0.02,0.111111111,0,0.45,0,0.055,0.055,268,-1.426213489,4.564550748,0.918583374
ranch chicken,0.852307692,0.55,0.34,0.273333333,0.081714286,0.017333333,0.024,0.45,0.095238095,0.0368,0.066666667,0.036,0.055555556,0,0.6,0,0.065,0.03,615,-6.421507184,4.14459685,0.504562012
ranch chicken tacos,0.753846154,0.75,0.336666667,0.59125,0.186571429,0.134333333,0.348,0.614,0.158730159,0.179,0.216666667,0.124,0.166666667,0,0.5,0,0.1925,0.17,717,-9.335401687,4.253071306,0.992444477
ranch crispy chicken,0.026153846,0,0.226666667,0.26375,0.098571429,0.020333333,0.008,0.556,0,0.0064,0.033333333,0.02,0.055555556,0,0.95,0.5,0.0875,0.0225,162,1.988529301,4.494800927,0.943659103
ranch style thighs and breasts,0.293846154,0.2,0.253333333,0.15375,0.062857143,0.033,0.024,0.486,0.031746032,0.0216,0,0.071,0.111111111,0,0.65,0,0.065,0.0525,317,-0.545341775,4.411857735,0.933025876
ranchero catfish,0.356923077,0.25,0.506666667,0.13,0.202571429,0.015333333,0.02,0.74,0,0.0544,0.033333333,0.04,0.111111111,0.666666667,0.6,0,0.1575,0.075,384,0.391885728,3.947728132,0.869346846
randys slow cooker ravioli lasagna,0.363076923,0.5,0.303333333,0.555833333,0.217428571,0.176333333,0.288,0.588,0.53968254,0.242,0.066666667,0.397,0.222222222,0,0.7,0,0.145,0.0875,544,-6.49826546,4.270624643,0.906957581
raspberry glazed rosemary chicken,0.024615385,0,0.226666667,0.038333333,0.088285714,0.093666667,0.008,0.55,0.825396825,0.0104,0.033333333,0.023,0.055555556,0,0.95,0.5,0.085,0.0125,240,2.034377281,4.465288937,0.999995367
raspberry marinade,0.023076923,0,0.226666667,0.78625,0.118857143,0.068,0.1,0.588,0.476190476,0.0076,0.083333333,0.09,0.222222222,0,1,0.5,0.1275,0.0375,217,-1.654153955,3.78618947,0.999850523
raspberry tilapia,0.230769231,0.1,0.136666667,0.032083333,0.140857143,0.065666667,0.004,0.462,0.603174603,0.0238,0.033333333,0.044,0.055555556,0,0.25,0,0.0925,0.015,305,0.491221089,4.250424435,0.795468316
ravioli soup,0.183076923,0.25,0.15,0.215416667,0.061428571,0.133333333,0.172,0.284,0.095238095,0.7944,0.066666667,0.173,0.166666667,0,0.15,0,0.045,0.0675,319,-2.809041639,4.109085768,0.570159832
raw beet salad,0.055384615,0.05,0,0.11,0.110571429,0.043333333,0.132,0.04,0.285714286,0.0234,0.116666667,0.024,0.111111111,0,0.05,0,0.0725,0.3125,89,-0.755302825,4.327132956,0.999996147
rays chicken,0.249230769,0.15,0.223333333,0.739166667,0.086,0.069333333,0.052,0.534,0.476190476,0.0102,0.183333333,0.055,0.111111111,0,0.8,0.5,0.085,0.02,337,-3.833380176,4.476335221,0.927374076
real chiles rellenos,0.355384615,0.45,0.303333333,0.516666667,0.168571429,0.114333333,0.196,0.426,0.222222222,0.1756,1.2,0.395,0.222222222,0,0.35,0,0.1275,0.23,424,-6.116918961,4.593792433,0.830778097
real homemade tamales,0.255384615,0.35,0.123333333,0.167083333,0.062,0.042,0.084,0.182,0,0.0324,0.016666667,0.06,0.055555556,0.666666667,0.25,0,0.0675,0.0925,236,-3.447282912,4.125,0.972564393
real italian calzones,0.256923077,0.35,0.213333333,0.277916667,0.046,0.105333333,0.064,0.276,0.031746032,0.0604,0.016666667,0.179,0.166666667,0,0.3,0,0.055,0.2525,335,-4.273970719,4.588136045,0.659619691
real nawlins muffuletta,0.966153846,0.95,0.323333333,1.44375,0.137714286,0.210666667,0.164,0.828,0.063492063,0.161,0.266666667,0.575,0.333333333,0.666666667,0.8,0,0.165,0.5725,987,-16.47784435,4.159278383,1
red beans and rice,0.436923077,0.55,0.206666667,0.592083333,0.118857143,0.142666667,0.228,0.478,0.126984127,0.143,0.266666667,0.082,0.277777778,0.666666667,0.4,0,0.07,0.155,531,-7.444642673,4.094434028,0.893674026
red beans and rice burrito,0.158461538,0.3,0.08,0.476666667,0.061428571,0.206666667,0.236,0.28,0.031746032,0.0694,0.1,0.186,0.111111111,0,0.15,0,0.145,0.195,347,-5.202495639,4.421537672,0.92762042
red bliss potato salad with gorgonzola and walnuts,0.306153846,0.2,0.05,0.06375,0.252285714,0.133666667,0.224,0.17,0.19047619,0.0266,0.65,0.113,0.111111111,0,0.15,0.5,0.1525,0.105,364,-2.476551675,4.112701665,0.991507492
red lentil and yellow split pea soup made with a pressure cooker,0.010769231,0,0.013333333,0.325,0.075428571,0.098,0.264,0.232,0.095238095,0.4896,0.066666667,0.025,0.111111111,0,0.1,0,0.07,0.245,170,-0.479909281,4.110465693,0.999999781
red lentil curry,0.04,0,0,0.238333333,0.207714286,0.108333333,0.452,0.242,0.222222222,0.0754,0.15,0.044,0.333333333,0,0.2,0,0.1525,0.5675,192,0.092262748,4.449027925,1
red rice and sausage,0.183076923,0.15,0.203333333,0.524166667,0.146571429,0.227666667,0.156,0.388,0.349206349,0.101,0.4,0.07,0.222222222,0,0.35,0,0.11,0.4025,467,-4.344120713,4.129842166,0.617684127
red snapper livornese,0.16,0.1,0.14,0.23125,0.219142857,0.028666667,0.096,0.498,0.126984127,0.0944,0.316666667,0.103,0.111111111,0,0.3,0.5,0.14,0.0525,226,0.578817695,4.344026168,0.726777765
red white and blue burgers,0.367692308,0.55,0.4,0.217083333,0.128857143,0.011,0.012,0.674,0.031746032,0.029,0.016666667,0.117,0.166666667,0,0.65,0,0.0775,0.055,372,-2.986024187,4.420871339,0.820938344
red white and blueberry grilled chicken,0.103076923,0.05,0.223333333,0.641666667,0.093428571,0.097,0.1,0.508,0.761904762,0.2104,0.15,0.025,0.111111111,0,0.8,0.5,0.0825,0.025,279,-2.445386719,4.222493877,0.97509516
red wine pork,0.390769231,0.5,0.43,0.19125,0.265714286,0.025666667,0.048,0.77,0.158730159,0.5644,0.066666667,0.027,0.111111111,0.666666667,0.95,0.5,0.1375,0.035,449,-2.112611905,4.193649328,0.677132889
refreshing watermelon salad,0.053846154,0.1,0.043333333,0.071666667,0.069428571,0.047333333,0.04,0.068,0.349206349,0.2124,0.25,0.093,0.055555556,0,0.05,0,0.0575,0.035,94,-1.024164145,4.224853512,0.992240337
rempel family meatloaf,0.361538462,0.5,0.476666667,0.334583333,0.081428571,0.031666667,0.02,0.536,0.095238095,0.0728,0.05,0.134,0.166666667,0,0.45,0,0.06,0.0475,360,-4.419936864,4.654342743,0.590378836
restaurant style chicken tenderloins,0.149230769,0.1,0.22,0.233333333,0.087714286,0.018333333,0,0.528,0.158730159,0.007,0.033333333,0.015,0.055555556,0,0.9,0.5,0.0825,0.0125,219,0.617250173,4.111082104,0.998071711
restaurant style extra crispy chicken,0.647692308,0.5,0.623333333,1.005,0.148571429,0.131,0.056,1.106,0.063492063,0.054,0,0.095,0.277777778,0,1.4,0.5,0.1475,0.245,774,-7.001635687,4.25,0.99996728
restaurant style lasagna,0.153846154,0.25,0.263333333,0.23625,0.112571429,0.085666667,0.088,0.346,0.158730159,0.0928,0.083333333,0.228,0.166666667,0,0.3,0,0.0925,0.18,259,-2.325598797,4.119560777,0.689542469
reuben hot dish,0.261538462,0.4,0.223333333,0.700833333,0.126857143,0.113,0.168,0.392,0.19047619,0.0738,0.233333333,0.277,0.222222222,0,0.3,0,0.12,0.23,363,-6.626667411,4.3413778,0.946664599
reuben sandwich i,0.795384615,0.85,0.356666667,1.019583333,0.132857143,0.167333333,0.268,0.684,0.476190476,0.2034,0.283333333,0.539,0.277777778,0,0.55,0,0.18,0.26,793,-13.15795039,4.21527431,0.999997527
reuben sandwich ii,0.62,0.9,0.383333333,0.804166667,0.117714286,0.145,0.188,0.642,0.317460317,0.1318,0.083333333,0.517,0.222222222,0,0.45,0,0.13,0.2075,657,-11.73690645,4.330240114,0.966978765
reverse sear prime rib roast,0.396923077,0.55,0.313333333,0.28,0.100285714,0.000333333,0.004,0.502,0,0.0322,0,0.016,0.111111111,0,0.2,0,0.0625,0.02,339,-4.322919703,4.38926553,0.992054605
rhubarb salsa,0.003076923,0,0,0.001666667,0.052571429,0.040666667,0.064,0.014,0.285714286,0.0304,0.166666667,0.044,0,0,0,0,0.0225,0.0275,47,0.283908181,4.238171551,1
rib eye steaks with a soy and ginger marinade,0.416923077,0.55,0.333333333,0.789166667,0.164571429,0.062666667,0.02,0.672,0.380952381,0.0002,0.033333333,0.05,0.222222222,0,0.35,0.5,0.13,0.04,467,-7.307140543,4.483229693,0.638765962
riblets and sauce,0.778461538,0.9,0.666666667,0.716666667,0.180571429,0.057333333,0.024,0.994,0.412698413,0.0284,0.033333333,0.089,0.222222222,0.666666667,1,0.5,0.13,0.0325,733,-9.476240559,4.454965042,0.999999243
rice and lentil casserole,0.555384615,0.65,0.286666667,0.3475,0.182285714,0.128,0.336,0.494,0.095238095,0.0298,0.45,0.049,0.222222222,0.666666667,0.45,0.5,0.1425,0.465,582,-6.902424357,4.237105263,0.518773973
rice balls a la tim,0.34,0.4,0.5,0.443333333,0.199142857,0.258333333,0.204,0.618,0.412698413,0.1628,0.05,0.337,0.277777778,0.666666667,0.85,0.5,0.1875,0.36,643,-5.699712231,4.331188298,0.83057587
rice cooker crawfish tails,0.127692308,0.05,0.27,0.169166667,0.135142857,0.146,0.108,0.32,0.063492063,0.2008,0.45,0.079,0.166666667,0,0.25,0,0.1275,0.405,316,-0.747085004,3.980892568,0.586587413
rice lasagna,0.312307692,0.5,0.393333333,0.40625,0.149428571,0.117666667,0.104,0.64,0.285714286,0.1552,0.033333333,0.409,0.166666667,0,0.65,0,0.1275,0.18,461,-4.729674609,4.405533458,0.813479989
rice mess,0.441538462,0.65,0.296666667,0.295833333,0.150285714,0.106,0.1,0.426,0.126984127,0.0984,0.1,0.168,0.222222222,0,0.5,0,0.1075,0.235,472,-6.773232325,4.364752231,0.889317717
ricotta and tomato sandwich,0.301538462,0.35,0.096666667,0.234583333,0.049142857,0.074666667,0.236,0.234,0.031746032,0.0936,0.05,0.257,0.111111111,0,0.2,0,0.125,0.075,296,-3.760581135,4.011516765,0.394039954
ricotta eggplant rolls,0.467692308,0.55,0.323333333,0.485833333,0.253714286,0.177666667,0.296,0.516,0.253968254,0.3994,0.366666667,0.573,0.277777778,0,0.5,0,0.2025,0.3,578,-7.091328205,4.192805974,0.834589178
ricotta fettuccine alfredo with broccoli,0.156923077,0.3,0.09,0.170416667,0.132857143,0.178,0.128,0.344,0.285714286,0.1808,0.7,0.302,0.111111111,0,0.3,0,0.1375,0.39,367,-3.021233571,4.503873633,0.662055034
ricotta stuffed squash,0.124615385,0.2,0.196666667,0.264583333,0.278285714,0.074666667,0.236,0.166,0.412698413,1.0386,0.65,0.145,0.111111111,0,0.3,0.5,0.21,0.325,185,-2.881502235,4.231143531,0.953093539
rigatoni with pizza accents,0.633846154,0.7,0.29,0.909583333,0.372857143,0.220666667,0.268,0.746,0.412698413,0.1842,0.55,0.096,0.388888889,0.666666667,0.9,0.5,0.22,0.335,780,-10.65245713,3.790043633,0.999999972
risotto with chicken sausage and peppers,0.721538462,0.75,0.453333333,0.768333333,0.183714286,0.114666667,0.116,0.876,0.126984127,0.2706,0.65,0.045,0.277777778,0,0.9,0.5,0.155,0.26,739,-8.954828395,3.948219569,0.97995378
risotto with sun dried tomatoes and mozzarella,0.16,0.3,0.096666667,0.26625,0.055142857,0.220333333,0.068,0.33,0.063492063,0.1332,0.133333333,0.295,0.055555556,0,0.15,0,0.045,0.02,429,-4.011380583,4.162218963,0.52691463
risotto with tomato corn and basil,0.192307692,0.35,0.12,0.243333333,0.142,0.186,0.12,0.286,0.317460317,0.2188,0.2,0.308,0.055555556,0,0.15,0,0.1225,0.1175,395,-4.517905677,4.082785986,0.754859808
roast beef and avocado wraps,0.409230769,0.6,0.233333333,0.578333333,0.130857143,0.161333333,0.188,0.522,0.126984127,0.3158,0.233333333,0.163,0.277777778,0,0.05,0,0.07,0.0925,533,-7.666259704,3.840410989,0.847056405
roast beef and gravy,0.349230769,0.4,0.256666667,0.44625,0.073142857,0.029666667,0.008,0.446,0.031746032,0.0044,0,0.03,0.166666667,0,0.35,0,0.0475,0.015,336,-4.460460272,4.046255183,0.915201251
roast beef and yorkshire pudding,0.56,0.7,0.786666667,0.132083333,0.262285714,0.089666667,0.032,1.062,0.095238095,0.0474,0,0.101,0.277777778,0,1,0.5,0.155,0.215,663,-3.217081779,4.33825084,0.999966537
roast beef burritos,0.284615385,0.45,0.18,0.527916667,0.163714286,0.127333333,0.152,0.438,0.158730159,0.2846,0.483333333,0.295,0.166666667,0,0.25,0,0.1225,0.23,405,-5.861691381,4.304921092,0.898094846
roast beef tenderloin,0.384615385,0.55,0.576666667,0.062083333,0.219142857,0.019333333,0.04,1.136,0.031746032,0.1062,0.066666667,0.054,0.277777778,0,1.1,0.5,0.125,0.0625,489,0.489042511,4.367873177,0.988593329
roast duck legs with red wine sauce,0.107692308,0.1,0.213333333,0.028333333,0.050857143,0.036,0.044,0.316,0.158730159,0.0414,0.066666667,0.05,0.111111111,0,0.35,0,0.045,0.0225,235,0.621074335,3.838310635,0.912123344
roast leg of lamb,0.389230769,0.55,0.453333333,0.056666667,0.117142857,0.001333333,0.004,0.716,0,0.0016,0,0.023,0.166666667,0,0.85,0,0.105,0.09,382,-1.795365508,4.283228983,0.981332236
roast pork loin chop,0.096923077,0.1,0.123333333,0.009166667,0.075142857,0.012666667,0.02,0.284,0.063492063,0.0008,0.033333333,0.019,0.055555556,0,0.25,0,0.0325,0.02,131,0.934299329,4.386523846,0.909894497
roast pork with blueberry port sauce,0.350769231,0.45,0.35,0.099583333,0.132571429,0.030333333,0.04,0.518,0.158730159,0.0796,0.083333333,0.032,0.111111111,0.666666667,0.5,0,0.075,0.0325,375,-2.500585648,4.029069419,0.498480451
roast sticky chicken rotisserie style,0.527692308,0.5,0.646666667,0.562916667,0.172285714,0.012333333,0.036,1.234,0.031746032,0.1134,0.05,0.045,0.222222222,0,0.95,0.5,0.14,0.05,586,-2.064638525,4.669281494,0.99988792
roast with gravy,0.269230769,0.3,0.526666667,0.48,0.132285714,0.031333333,0.032,0.94,0.031746032,0.0042,0.05,0.027,0.222222222,0,0.7,0.5,0.0925,0.0875,394,-0.806615229,4.604434635,0.52383822
roasted asparagus prosciutto and egg,0.241538462,0.2,0.583333333,0.185833333,0.084,0.017,0.1,0.216,0.063492063,0.2146,0.1,0.053,0.166666667,0,0.15,0,0.055,0.185,199,-2.386243448,4.187228379,0.970183868
roasted baby eggplant tomato and zucchini,0.06,0.05,0,0.012083333,0.17,0.048666667,0.276,0.054,0.19047619,0.0856,0.266666667,0.031,0.055555556,0,0.1,0,0.0875,0.1375,93,0.142934572,4.416569875,0.999999999
roasted balsamic chicken with baby tomatoes,0.14,0.1,0.43,0.108333333,0.166285714,0.030333333,0.032,0.958,0.126984127,0.0992,0.25,0.037,0.111111111,0,1.55,0.5,0.13,0.0425,321,3.770630337,4.170135649,0.932449809
roasted beet and potato soup,0.136923077,0.1,0.02,0.02875,0.143714286,0.061666667,0.116,0.08,0.222222222,0.023,0.25,0.093,0.055555556,0,0.1,0,0.08,0.1675,166,-0.876878573,4.307397061,0.997620151
roasted beets with goat cheese and walnuts,0.54,0.4,0.073333333,0.202916667,0.211428571,0.063333333,0.248,0.262,0.317460317,0.3416,0.216666667,0.158,0.166666667,0,0.2,0,0.245,0.4225,422,-4.730188875,4.277700497,0.841002639
roasted carrot and fennel pork,0.12,0.15,0.123333333,0.585,0.374571429,0.086666667,0.368,0.318,0.158730159,1.7714,0.516666667,0.169,0.222222222,0.666666667,0.35,0,0.15,0.195,223,-3.098263232,4.341922031,0.980539425
roasted cauliflower and leek soup,0.244615385,0.4,0.113333333,0.356666667,0.111142857,0.051333333,0.136,0.076,0.126984127,0.1776,0.816666667,0.062,0.111111111,0,0.1,0,0.0675,0.21,209,-5.726473221,4.46262955,0.409085245
roasted cauliflower soup,0.116923077,0.1,0.033333333,0.40375,0.113428571,0.044,0.12,0.088,0.19047619,0.03,0.766666667,0.076,0.055555556,0,0.1,0,0.0575,0.1675,135,-2.8645954,4.461429176,0.977334705
roasted cauliflower steaks,0.106153846,0.05,0,0.034166667,0.124857143,0.025666667,0.144,0.058,0.095238095,0.0038,1.116666667,0.032,0.055555556,0,0.05,0,0.055,0.205,97,-0.021861644,4.383660453,0.999939031
roasted cherry tomatoes with angel hair,0.163076923,0.1,0.013333333,0.117916667,0.180857143,0.132666667,0.188,0.224,0.031746032,0.8936,0.65,0.178,0.222222222,0,0.25,0,0.1475,0.2625,287,-0.996263301,4.45351424,0.998033997
roasted curried chicken with couscous,0.530769231,0.5,0.363333333,0.30875,0.181428571,0.232333333,0.28,0.846,0.063492063,0.5908,0.166666667,0.085,0.277777778,0,0.75,0.5,0.2175,0.1025,760,-4.230200537,4.214738315,0.901994401
roasted duck,0.693846154,1,0.933333333,0.640833333,0.011428571,0.003333333,0.024,1.036,0,0.2624,0.066666667,0.031,0.222222222,0,1.15,0,0.01,0.005,625,-8.821861812,4.432507098,0.999999654
roasted eggplant pastitsio,0.226153846,0.35,0.26,0.31125,0.152285714,0.111666667,0.172,0.34,0.222222222,0.157,0.15,0.195,0.166666667,0,0.3,0,0.1175,0.1,330,-4.08075516,3.404552838,0.856783772
roasted garlic potato soup with smoked salmon,0.306153846,0.45,0.176666667,0.2875,0.225714286,0.112333333,0.168,0.154,0.095238095,0.5966,0.583333333,0.08,0.111111111,0,0.2,0.5,0.1125,0.08,336,-6.018182108,4.146446609,0.943120363
roasted greek chicken,0.532307692,0.4,0.466666667,1.026666667,0.177142857,0.056,0.284,0.838,0.031746032,0.0878,1.466666667,0.145,0.277777778,0,0.85,0.5,0.145,0.0575,516,-6.302377397,4.190972145,0.999395112
roasted lemon herb chicken,0.449230769,0.4,0.426666667,0.074166667,0.107428571,0.012,0.06,0.644,0,0.0576,0.4,0.044,0.111111111,0,0.9,0.5,0.1,0.0325,405,-1.263018955,4.498472219,0.96985397
roasted mediterranean chicken,0.452307692,0.5,0.316666667,0.427083333,0.383714286,0.144666667,0.184,0.644,0.19047619,0.078,0.45,0.048,0.166666667,0,0.95,0.5,0.195,0.1275,559,-5.30686864,3.763787065,0.95402544
roasted mushroom soup,0.430769231,0.6,0.203333333,0.27125,0.097428571,0.035333333,0.064,0.092,0.158730159,0.1376,0.116666667,0.077,0.055555556,0,0.15,0,0.0425,0.0575,303,-7.547047188,4.315635478,0.67028702
roasted pork chops with tomatoes mushrooms and garlic sauce,0.204615385,0.2,0.326666667,0.190416667,0.269428571,0.023666667,0.08,0.816,0.126984127,0.1458,0.2,0.029,0.111111111,0.666666667,1.1,0.5,0.135,0.0625,314,1.574719229,4.381511912,0.632321452
roasted pork fennel and onions,0.267692308,0.3,0.243333333,0.063333333,0.226857143,0.049,0.132,0.478,0.158730159,0.0658,0.516666667,0.094,0.111111111,0.666666667,0.5,0.5,0.125,0.11,311,-0.867589537,4.153251032,0.927544948
roasted pork tenderloin,0.058461538,0.05,0.216666667,0.442916667,0.189142857,0.055,0.176,0.496,0.380952381,0.0076,0.383333333,0.06,0.166666667,0.666666667,0.55,0.5,0.1175,0.095,199,-0.361615621,4.411018068,0.657541982
roasted pork tenderloin with fresh plum sauce,0.223076923,0.2,0.346666667,0.075833333,0.265428571,0.075,0.096,0.748,0.380952381,0.1876,0.266666667,0.054,0.166666667,0.666666667,0.85,0.5,0.1575,0.0775,370,1.132846645,4.013696449,0.705302042
roasted potato salad with balsamic dressing,0.276923077,0.2,0.036666667,0.549583333,0.100857143,0.062333333,0.16,0.114,0.095238095,0.3654,0.483333333,0.115,0.111111111,0,0.05,0,0.0575,0.0825,254,-5.038953952,4.412004626,0.907336492
roasted rack of lamb,0.627692308,0.65,0.313333333,0.570416667,0.088,0.018666667,0.02,0.444,0,0.0054,0.033333333,0.044,0.111111111,0,0.55,0,0.06,0.0575,481,-8.243335652,4.394162229,0.572271196
roasted raspberry chipotle grilled cheese sandwich on sourdough,0.676923077,1.45,0.403333333,0.437083333,0.020285714,0.160666667,0.128,0.442,0.031746032,0.142,0,0.029,0.111111111,0,0.15,0,0.0375,0.1875,708,-15.64220213,3.797376783,0.999995625
roasted red pepper chicken,0.513846154,0.75,0.406666667,0.424583333,0.145428571,0.172,0.096,0.814,0.253968254,0.556,0.033333333,0.334,0.222222222,0.666666667,1.25,0.5,0.1725,0.1975,670,-7.086672947,4.199261114,0.538220723
roasted red potato salad,0.438461538,0.25,0.306666667,0.104166667,0.362,0.146,0.184,0.17,0.095238095,0.05,0.4,0.042,0.111111111,0,0.25,0.5,0.155,0.1525,456,-4.016828667,4.54231551,0.495408777
roasted rosemary chicken and vegetables,0.332307692,0.15,0.223333333,0.0425,0.238857143,0.07,0.308,0.546,0.349206349,1.7716,1.166666667,0.067,0.111111111,0,0.9,0.5,0.145,0.1625,381,0.672012559,4.495002104,0.736225146
roasted salmon with orange ginger glaze,0.235384615,0.15,0.423333333,0.039166667,0.183714286,0.018333333,0.004,0.784,0.126984127,0.0874,0.416666667,0.006,0.055555556,0,0,0,0.015,0.0375,328,2.443427188,4.430715493,0.985792884
roasted sherry duck,0.335384615,0.25,0.213333333,0.219166667,0.075428571,0.044666667,0.028,0.344,0,0.0342,0.016666667,0.043,0.166666667,0,0.4,0,0.045,0.0275,346,-2.415463963,4.225747801,0.972647386
roasted veggie pasta bake,0.487692308,0.6,0.146666667,0.402083333,0.094571429,0.183333333,0.144,0.372,0.253968254,0.155,0.583333333,0.184,0.111111111,0,0.25,0,0.115,0.085,567,-8.0345199,4.190636953,0.973841624
robust garlic baked chicken,0.886153846,1.45,0.713333333,0.05,0.121428571,0.019333333,0.068,0.76,0,0.314,0.333333333,0.065,0.166666667,0,0.6,0.5,0.0975,0.035,688,-11.20934615,4.251314585,0.99999934
